Date,close,high,low,open,volume,vix,oil,sp500,twitter_volume,sentiment_score,google_trends
2020-11-24,9.744000434875488,9.75,9.744000434875488,9.75,900,21.639999389648438,44.90999984741211,3635.409912109375,1049,0.0,
2020-11-25,9.744000434875488,9.744000434875488,9.744000434875488,9.744000434875488,100,21.25,45.709999084472656,3629.64990234375,986,0.032169780619601365,26.000394782134308
2020-11-27,9.819999694824219,9.819999694824219,9.800000190734863,9.800000190734863,4500,20.84000015258789,45.529998779296875,3638.35009765625,1064,-0.03785624280666365,21.440285410092024
2020-11-30,9.949999809265137,10.800000190734863,9.720000267028809,9.819999694824219,53300,20.56999969482422,45.34000015258789,3621.6298828125,1152,0.065133616427655,17.236387105275757
2020-12-01,9.970000267028809,9.970000267028809,9.873000144958496,9.873000144958496,2000,20.770000457763672,44.54999923706055,3662.449951171875,976,0.04112427911534864,24.10360537792456
2020-12-02,10.050000190734863,10.109999656677246,9.970000267028809,10.109999656677246,78500,21.170000076293945,45.279998779296875,3669.010009765625,976,0.024245164113844093,20.835220230565888
2020-12-03,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,1200,21.280000686645508,45.63999938964844,3666.719970703125,1157,0.08175241494543152,14.051666704548193
2020-12-04,10.0600004196167,10.1850004196167,9.989999771118164,10.039999961853027,84100,20.790000915527344,46.2599983215332,3699.1201171875,1076,-0.023916684499771038,17.37579686695858
2020-12-07,10.199999809265137,10.25,10.050000190734863,10.100000381469727,187700,21.299999237060547,45.7599983215332,3691.9599609375,953,-0.012447630649835742,26.03559308293678
2020-12-08,10.1899995803833,10.199999809265137,9.899999618530273,10.119999885559082,14300,20.68000030517578,45.599998474121094,3702.25,1054,-0.013208640502252102,17.466483984604757
2020-12-09,10.300000190734863,11.390000343322754,10.199999809265137,10.210000038146973,213500,22.270000457763672,45.52000045776367,3672.820068359375,953,0.10673399052749924,14.369648364225275
2020-12-10,10.25,10.25,10.15999984741211,10.180000305175781,268400,22.520000457763672,46.779998779296875,3668.10009765625,953,0.1385552525218701,26.912524664482397
2020-12-11,10.350000381469727,11.039999961853027,10.130000114440918,10.350000381469727,269400,23.309999465942383,46.56999969482422,3663.4599609375,1024,0.14403023627207492,31.252442595160783
2020-12-14,10.300000190734863,11.039999961853027,10.140000343322754,10.489999771118164,62800,24.719999313354492,46.9900016784668,3647.489990234375,808,0.1791231018645978,25.673078019113355
2020-12-15,10.340999603271484,10.460000038146973,10.0,10.223999977111816,101200,22.889999389648438,47.619998931884766,3694.6201171875,827,0.31222132474138,16.301834355516494
2020-12-16,10.4399995803833,10.567000389099121,10.25,10.5,4400,22.5,47.81999969482422,3701.169921875,943,0.3372913557336835,23.77931251254232
2020-12-17,10.300000190734863,10.5,10.199999809265137,10.274999618530273,8200,21.93000030517578,48.36000061035156,3722.47998046875,898,0.28988770462115004,26.67234530486121
