Date,open,high,low,close,volume,dividends,stock_splits,capital_gains,returns,log_returns,volatility_20d,volume_ma20,volume_ratio,price_range,gap,tr,atr_14,vix_close,vix_change,vix_ma20,vix_zscore,oil_close,oil_change,oil_ma20,sp500_close,sp500_returns,nasdaq_close,nasdaq_returns,russell_close,russell_returns,space_etf_close,space_etf_returns,industrials_close,industrials_returns,synthetic_pcr,twitter_mentions,twitter_mentions_ma7,twitter_mentions_zscore,sentiment_score,sentiment_ma7,news_sentiment,news_count,search_interest,search_interest_zscore,wsb_mentions,wsb_sentiment,wsb_mentions_zscore
2021-08-25 04:00:00+00:00,421.09953716149374,422.31159761620455,420.72367512126783,421.7948303222656,40529700,0.0,0.0,0.0,-0.005903176189514636,-0.005920668809393881,0.11291119048583195,73783910.0,1.3871601545648637,0.0037646798414373477,-0.0006683283095990756,2.583894709075537,3.1879244921543903,,,,,47.810001373291016,-0.0069023597903312695,48.93800029754639,421.7948303222656,-0.005903176189514636,364.5982666015625,-0.006349963120930169,210.00096130371094,-0.010604083247793716,20.5,-0.002438987173685181,97.5589599609375,-0.004395394536807262,0.6885426214482127,297.0,302.4759875029657,-1.0578898129643601,0.2412615421612916,0.039183487983564205,-0.11086194723767323,4,32.8851151463506,-1.2394765748145173,14,0.31624299088822205,0.5469523701806958
2021-08-26 04:00:00+00:00,421.5129328963187,421.7478323338368,419.2109356131901,419.3049011230469,57829600,0.0,0.0,0.0,-0.005903176189514636,-0.005920668809393881,0.11291119048583195,73783910.0,1.3871601545648637,0.006050243423942854,-0.0006683283095990756,2.583894709075537,3.1879244921543903,,,,,47.47999954223633,-0.0069023597903312695,48.93800029754639,419.3049011230469,-0.005903176189514636,362.2830810546875,-0.006349963120930169,207.7740936279297,-0.010604083247793716,20.450000762939453,-0.002438987173685181,97.1301498413086,-0.004395394536807262,0.6885426214482127,310.9031761895146,302.4759875029657,-1.0578898129643601,0.07846042878980239,0.039183487983564205,-0.0978595197708239,4,53.7138184160344,-1.2394765748145173,14,0.11352100121043857,0.5469523701806958
2021-08-27 04:00:00+00:00,420.1128272264782,423.42960523567405,420.05645367073754,423.05377197265625,77235100,0.0,0.0,0.0,0.008940679776383575,0.008900948539523956,0.11291119048583195,73783910.0,1.3871601545648637,0.0079733400064201,0.0019268224656268404,4.124704112627171,3.1879244921543903,,,,,48.150001525878906,0.014111246632312335,48.93800029754639,423.05377197265625,0.008940679776383575,365.8045349121094,0.009720171991389082,213.63369750976562,0.028201802156957,20.854999542236328,0.019804340547059374,97.80130767822266,0.006909881617711999,0.6885426214482127,300.9406797763836,302.4759875029657,-1.0578898129643601,-0.001926037973439464,0.039183487983564205,0.2851720326922069,6,44.35546566135884,-1.2394765748145173,18,-0.0028777647786221504,0.5469523701806958
2021-08-30 04:00:00+00:00,423.7304042836071,425.7035653205543,423.48609968949273,424.914306640625,48357400,0.0,0.0,0.0,0.004397868051839504,0.004388225690357864,0.11291119048583195,73783910.0,1.3871601545648637,0.005218618428249309,0.0015994002554232177,2.649793347898026,3.1879244921543903,,,,,48.400001525878906,0.005192107831307746,48.93800029754639,424.914306640625,0.004397868051839504,369.9096374511719,0.011222120414797088,212.75616455078125,-0.0041076523470472415,21.1299991607666,0.013186268260199752,97.6894302368164,-0.0011439258233063576,0.6885426214482127,306.3978680518395,302.4759875029657,-1.0578898129643601,-0.026289082920826767,0.039183487983564205,-0.21309960198703143,8,46.026519680818886,-1.2394765748145173,22,-0.07030997791088463,0.5469523701806958
2021-08-31 04:00:00+00:00,424.8202148987054,425.15845622920676,423.6833099722006,424.2846374511719,59300200,0.0,0.0,0.0,-0.001481873355668517,-0.0014829724159025435,0.11291119048583195,73783910.0,1.3871601545648637,0.00347678451397126,-0.00022143698258480027,1.4751462570061449,3.1879244921543903,,,,,48.040000915527344,-0.007438028905000671,48.93800029754639,424.2846374511719,-0.001481873355668517,369.60809326171875,-0.0008151833824360244,213.1713409423828,0.0019514188577245406,21.03499984741211,-0.004495944965813514,97.41911315917969,-0.002767106707260214,0.6885426214482127,309.48187335566854,302.4759875029657,-1.0578898129643601,0.002246589281204638,0.039183487983564205,0.030219244608125806,3,53.50501496822105,-1.2394765748145173,19,0.25763460864713617,0.5469523701806958
2021-09-01 04:00:00+00:00,425.22432680633483,425.7410940643304,424.2753239669928,424.5102233886719,48721400,0.0,0.0,0.0,0.0005316853771919483,0.0005315440826024148,0.11291119048583195,73783910.0,1.3871601545648637,0.003452849935243103,0.0022147616769911858,1.4657700973376109,3.1879244921543903,,,,,47.93000030517578,-0.002289771195986945,48.93800029754639,424.5102233886719,0.0005316853771919483,370.2209167480469,0.0016580358966711284,214.6055450439453,0.006727940515935282,21.1299991607666,0.004516249776259418,97.04627227783203,-0.0038271841044009713,0.6885426214482127,293.53168537719193,302.4759875029657,-1.0578898129643601,0.06768227883798475,0.039183487983564205,0.20526241904966758,4,60.50399535874439,-1.2394765748145173,16,-0.04899806848862853,0.5469523701806958
2021-09-02 04:00:00+00:00,425.93843646863075,426.624324438472,424.6136002700282,425.8162841796875,42501000,0.0,0.0,0.0,0.003076629770161876,0.003071906629880198,0.11291119048583195,73783910.0,1.3871601545648637,0.004722046204309341,0.003364378526759862,2.1141010498001265,3.1879244921543903,,,,,48.95000076293945,0.021281044257650983,48.93800029754639,425.8162841796875,0.003076629770161876,370.04583740234375,-0.0004729050623097919,216.0963897705078,0.00694690682972432,21.2450008392334,0.005442578468262793,98.09027862548828,0.010757820193931567,0.6885426214482127,299.0766297701619,302.4759875029657,-1.0578898129643601,-0.08715130229106771,0.039183487983564205,-0.25795944203319804,3,45.34127057826714,-1.2394765748145173,26,0.18849223466055937,0.5469523701806958
2021-09-03 04:00:00+00:00,424.67938659293344,426.22971709164716,424.2753377820622,425.7129211425781,47170500,0.0,0.0,0.0,-0.0002427409212601983,-0.00024277038760618056,0.11291119048583195,73783910.0,1.3871601545648637,0.004590838596910739,-0.002669925103837287,1.954379309584965,3.1879244921543903,,,,,48.65999984741211,-0.0059244312769635155,48.93800029754639,425.7129211425781,-0.0002427409212601983,371.18402099609375,0.00307579083104903,215.09620666503906,-0.004628411916232977,21.190000534057617,-0.0025888586963108695,97.49369049072266,-0.00608203119743822,0.6885426214482127,299.2427409212602,302.79637906314576,-1.0578898129643601,0.12399530731141645,0.022431168719296325,0.12690281706629566,8,45.47551794216393,-1.2394765748145173,19,-0.009168108012326237,0.5469523701806958
2021-09-07 04:00:00+00:00,425.3652624941409,425.4592279980526,423.5142538966394,424.1907653808594,51671500,0.0,0.0,0.0,-0.0035755451294111618,-0.0035819526690885747,0.11291119048583195,73783910.0,1.3871601545648637,0.004585140130683692,-0.0008166504495662123,2.1986672459387364,3.1879244921543903,,,,,48.040000915527344,-0.012741449523817394,48.93800029754639,424.1907653808594,-0.0035755451294111618,371.70928955078125,0.0014151162899682657,213.6148223876953,-0.006887077649168627,21.155000686645508,-0.0016517152680508573,95.80651092529297,-0.017305525690303414,0.6885426214482127,305.5755451294112,302.0352889117024,-1.0578898129643601,0.0681544430261523,0.020958885038774886,0.1952108850475201,1,53.721667623661084,-1.2394765748145173,19,0.10587016576998938,0.5469523701806958
2021-09-08 04:00:00+00:00,423.6552295988036,424.3881146731991,421.7478187005373,423.67401123046875,56181900,0.0,0.0,0.0,-0.0012182116928609599,-0.0012189543159012522,0.11291119048583195,73783910.0,1.3871601545648637,0.006231904489476702,-0.0012624880732020269,2.640295972661761,3.1879244921543903,,,,,48.59000015258789,0.011448776573248942,48.93800029754639,423.67401123046875,-0.0012182116928609599,370.41558837890625,-0.003480411192947175,211.28419494628906,-0.010910420051171932,20.915000915527344,-0.011344824548725652,95.93701171875,0.0013621286507217167,0.6885426214482127,296.21821169286096,301.36065061405634,-1.0578898129643601,0.06896220737843646,0.031085777231900015,0.05704466418883672,3,55.719563219724996,-1.2394765748145173,17,-0.26039435687176604,0.5469523701806958
2021-09-09 04:00:00+00:00,423.47664366355934,425.23368656226256,421.6162301197451,421.86053466796875,57970400,0.0,0.0,0.0,-0.004280358281200991,-0.004289545239730498,0.11291119048583195,73783910.0,1.3871601545648637,0.008575005588907733,-0.00046584770761887265,3.6174564425174367,3.1879244921543903,,,,,47.75,-0.017287510803663864,48.93800029754639,421.86053466796875,-0.004280358281200991,369.1412048339844,-0.0034404155356936306,211.18038940429688,-0.0004913076532704341,20.8799991607666,-0.0016735239411228564,95.47093200683594,-0.004858184589701664,0.6885426214482127,303.280358281201,300.91529207539367,-1.0578898129643601,0.03136712137182986,0.03932237784513668,0.45535415544747915,7,39.928686281959195,-1.2394765748145173,20,0.12713308175729346,0.5469523701806958
2021-09-10 04:00:00+00:00,423.7960842564138,424.21888594665086,418.41218000679726,418.5343322753906,89948200,0.0,0.0,0.0,-0.007884601945986836,-0.007915849779439859,0.11291119048583195,73783910.0,1.3871601545648637,0.013873905895091198,0.004588126713413577,5.8067059398536,3.1879244921543903,,,,,48.79999923706055,0.02198951281802186,48.93800029754639,418.5343322753906,-0.007884601945986836,366.33953857421875,-0.007589687152442459,209.1139678955078,-0.009785101327912438,20.790000915527344,-0.004310260960563861,95.04212188720703,-0.00449152543727338,0.6885426214482127,300.88460194598684,299.68711044543915,-1.0578898129643601,-0.0324412501720413,0.034366972208958686,-0.2762428889693623,5,67.23672901691955,-1.2394765748145173,27,0.14167346269095468,0.5469523701806958
2021-09-13 04:00:00+00:00,421.5411274345474,421.8042136445405,417.2847223106919,419.60552978515625,83738600,0.0,0.0,0.0,0.0025594017674535063,0.0025561320765300896,0.11291119048583195,73783910.0,1.3871601545648637,0.010770809755921517,0.007184106361860696,4.519491333848578,3.1879244921543903,,,,,49.47999954223633,0.013934432700961175,48.93800029754639,419.60552978515625,0.0025594017674535063,366.0866394042969,-0.0006903409086176371,210.30288696289062,0.00568550766525977,20.665000915527344,-0.006012505747733821,95.2938461303711,0.0026485545373533537,0.6885426214482127,304.5594017674535,301.2624985011908,-1.0578898129643601,0.038487493032669115,0.030196288522485022,0.18959927390871711,9,43.56685672840178,-1.2394765748145173,13,-0.0032563308327349695,0.5469523701806958
2021-09-14 04:00:00+00:00,421.05248843166396,421.259201058738,416.44846574600996,417.3410949707031,78197100,0.0,0.0,0.0,-0.0053965800107842465,-0.005411194149984854,0.11291119048583195,73783910.0,1.3871601545648637,0.011527106653768954,0.0034483784025643623,4.8107353127280135,3.1879244921543903,,,,,49.310001373291016,-0.0034356946345603934,48.93800029754639,417.3410949707031,-0.0053965800107842465,365.0457763671875,-0.002843215034569635,207.6231231689453,-0.012742401365218425,20.40999984741211,-0.012339755955376286,94.14728546142578,-0.012031843770653472,0.6885426214482127,307.39658001078425,302.4510628212797,-1.0578898129643601,0.026740713047378753,0.04646657642797737,-0.004527690171566651,5,59.6467423968642,-1.2394765748145173,30,0.1463806513446392,0.5469523701806958
2021-09-15 04:00:00+00:00,417.7639286610175,421.32501200583664,416.6552102465529,420.8270263671875,78792200,0.0,0.0,0.0,0.008352715413106004,0.008318024527252004,0.11291119048583195,73783910.0,1.3871601545648637,0.011096724940876726,0.0010131609261820503,4.669801759283757,3.1879244921543903,,,,,50.689998626708984,0.027986153214050624,48.93800029754639,420.8270263671875,0.008352715413106004,367.75982666015625,0.007434821791332702,209.5008544921875,0.009043941226692054,20.5049991607666,0.004654547479898019,95.18197631835938,0.010990129474922838,0.6885426214482127,304.352715413106,303.1810591772577,-1.0578898129643601,-0.048702917208927506,0.021795401496499667,0.07682568945835926,4,54.51704649890677,-1.2394765748145173,26,-0.14341071322409696,0.5469523701806958
2021-09-16 04:00:00+00:00,420.30087655599317,421.27803758016967,417.2001867458717,420.1599426269531,77786700,0.0,0.0,0.0,-0.001585173238498938,-0.0015864309549049477,0.11291119048583195,73783910.0,1.3871601545648637,0.009705472655965618,-0.0012502757147903425,4.077850834297976,3.294635643955993,,,,,50.70000076293945,0.00019731971792169567,48.93800029754639,420.1599426269531,-0.001585173238498938,368.0127868652344,0.0006878407774317807,209.65182495117188,0.0007206197767084532,20.5,-0.0002438020468767954,94.52947998046875,-0.006855250995295492,0.6885426214482127,305.58517323849895,303.18243462141305,-1.0578898129643601,-0.06526865331911111,0.0027349591614620394,0.01398115009959798,5,56.06323922008287,-1.2394765748145173,22,-0.020629084596143932,0.5469523701806958
2021-09-17 04:00:00+00:00,419.38501398488347,419.80917017347645,415.70882108712647,416.0670166015625,118425000,1.428,0.0,0.0,-0.00974135230455464,-0.00978910967760044,0.11291119048583195,73783910.0,1.3871601545648637,0.009855020760457417,-0.0018443658317939377,4.451121539826659,3.317951174470242,,,,,50.31999969482422,-0.007495089988105219,48.93800029754639,416.0670166015625,-0.00974135230455464,363.6546325683594,-0.011842399102482637,209.92544555664062,0.001305119120868392,20.485000610351562,-0.0007316775438261924,93.5227279663086,-0.010650138077223814,0.6885426214482127,299.74135230455465,303.6857404230836,-1.0578898129643601,-0.0014363472203579586,-0.007321977209794306,-0.11112250734278585,7,43.76048583758732,-1.2394765748145173,27,0.06006973233183187,0.5469523701806958
2021-09-20 04:00:00+00:00,409.92127316182945,411.50484731751953,404.24675595478044,409.1294860839844,166445500,0.0,0.0,0.0,-0.016674069899229038,-0.0168146470558025,0.11291119048583195,73783910.0,1.3871601545648637,0.01774032820809494,-0.014771042150688888,11.82026064678206,3.9729845529619587,,,,,49.599998474121094,-0.014308450418714536,48.93800029754639,409.1294860839844,-0.016674069899229038,356.140380859375,-0.02066315409187547,204.93394470214844,-0.023777493201249,20.09000015258789,-0.019282423529148884,92.45011138916016,-0.01146904715541286,0.6885426214482127,311.67406989922904,304.88484208280187,-1.0578898129643601,0.10481309506959702,0.0031703047470295737,0.11819993492457866,3,32.761497811899616,-1.2394765748145173,23,0.281070430571955,0.5469523701806958
2021-09-21 04:00:00+00:00,411.4765682514919,412.7773715752907,408.21515342525714,408.7430114746094,92526100,0.0,0.0,0.0,-0.0009446266341597287,-0.0009450730750675014,0.11291119048583195,73783910.0,1.3871601545648637,0.011161580802506203,0.005736770991435587,4.562218150033573,4.193489688178204,,,,,49.58000183105469,-0.0004031581387414773,48.93800029754639,408.7430114746094,-0.0009446266341597287,356.5785827636719,0.0012304190365592937,205.24534606933594,0.0015195206808715778,20.049999237060547,-0.0019910858747400617,91.96382904052734,-0.005259943350266472,0.6885426214482127,296.9446266341597,304.32198846682655,-1.0578898129643601,-0.16509572089206276,-0.015780333927259204,-0.41076179442339333,6,49.78598502090802,-1.2394765748145173,21,-0.05939705457029069,0.5469523701806958
